UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
102049,"R",310408279,"R",327122851,"R",0,"R",707308926,"R",389255570,"R",248561449,"R",68182299,"R",249871057,"R",157542541,"R",92328516,"R",318053356,"R",84415466,"R",402167452,"R",84058115,"R",13721066,"R",0,"R",584362099,"R",257239248,"R",180484277,"R",169577561,"R",-3656580,"R",7250136,"R",310803220,"R",0,"R",318053356,"R",1910752,"R",454099,"R",555280,"R",0,"R",5116793,"R",45628645,"R",53665569,"R",50745438,"R",0,"R",50745438,"R",109799756,"R",109799756,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",788623,"R",40528,"R",748095,"R",0,"R",20000,"R",0,"R",20000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13623438,"R",5474459,"R",1914688,"R",6234291,"R",13349377,"R",5286187,"R",1828899,"R",6234291,"R",274061,"R",188272,"R",85789,"R",0,"R",1904923,"R",1904923,"R",0,"R",0,"R",19382471,"R",8457509,"R",10779126,"R",145836,"R",0,"R",0,"R",26273600,"R",26273600,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8691466,"R",8214652,"R",476814,"R",0,"R",180484277,"R",160165427,"R",13938723,"R",6380127,"R",0,"R",-10053325,"R",10053325,"R",0,"R",180484277,"R",150112102,"R",23992048,"R",6380127,"R",87376769,"R",47758692,"R",0,"R",0,"R",3711503,"R",523840,"R",13446037,"R",5277298,"R",27360106,"R",8774425,"R",17672098,"R",11235158,"R",20011048,"R",1174154,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",169577561,"R",74743567,"R",22331435,"R",14009446,"R",14368361,"R",8010016,"R",36114736, 1,"R",335023718,"R",345325875
102058,"P",0,"P",1021405,"P",0,"P",1191126,"P",360224,"P",22182,"P",770981,"P",59921,"P",59921,"P",0,"P",830902,"P",241780,"P",5328978,"P",21335,"P",0,"P",0,"P",5592093,"P",4560135,"P",4991244,"P",4007034,"P",-1198982,"P",-214772,"P",1062168,"P",-16494,"P",830902,"P",1199675,"P",0,"P",0,"P",0,"P",0,"P",433997,"P",1633672,"P",1147308,"P",0,"P",1147308,"P",3403939,"P",3403939,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",1221509,"P",1221509,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",365796,"P",365796,"P",0,"P",0,"P",4991244,"P",4991244,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",4991244,"P",4991244,"P",0,"P",0,"P",1524860,"P",1103666,"P",0,"P",0,"P",0,"P",0,"P",49357,"P",41204,"P",130923,"P",101281,"P",451433,"P",196808,"P",0,"P",0,"P",88786,"P",0,"P",0,"P",0,"P",0,"P",1761675,"P",-1798,"P",4007034,"P",1441161,"P",208744,"P",185320,"P",54738,"P",14763,"P",2102308, 1,"P",249611,"P",55648
102234,"R",50462420,"R",92446914,"R",0,"R",161868255,"R",78435936,"R",63804589,"R",44319453,"R",39112866,"R",35970834,"R",3142032,"R",83432319,"R",2474376,"R",134893937,"R",26873595,"R",5694,"R",0,"R",164247602,"R",71800688,"R",38587741,"R",42347497,"R",0,"R",-3759756,"R",87192075,"R",0,"R",83432319,"R",2299342,"R",225128,"R",0,"R",0,"R",1622501,"R",33755826,"R",37902797,"R",33755826,"R",0,"R",33755826,"R",18127587,"R",18127587,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33154,"R",18606,"R",14548,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2188394,"R",2443320,"R",-578190,"R",323264,"R",2188394,"R",2443320,"R",-578190,"R",323264,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2646348,"R",4869634,"R",-2217983,"R",-5303,"R",0,"R",0,"R",13773245,"R",13773245,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1819013,"R",1750523,"R",68490,"R",0,"R",38587741,"R",40982915,"R",-2713135,"R",317961,"R",0,"R",290161,"R",-290161,"R",0,"R",38587741,"R",41273076,"R",-3003296,"R",317961,"R",11155240,"R",6937466,"R",0,"R",0,"R",0,"R",0,"R",3216092,"R",1300421,"R",7760823,"R",2688942,"R",8741015,"R",3163143,"R",9851826,"R",556785,"R",1622501,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42347497,"R",14646757,"R",2713276,"R",4327620,"R",3615544,"R",3662817,"R",13381483, 1,"R",19718042,"R",19756926
102270,"R",18471456,"R",38642512,"R",0,"R",63618524,"R",42975654,"R",0,"R",2794943,"R",17847927,"R",17847927,"R",0,"R",20642870,"R",805069,"R",50288653,"R",27789213,"R",0,"R",0,"R",78882935,"R",40240423,"R",14405867,"R",14207251,"R",0,"R",198616,"R",20444254,"R",0,"R",20642870,"R",2677340,"R",372004,"R",0,"R",0,"R",0,"R",1479922,"R",4529266,"R",1479922,"R",0,"R",1479922,"R",5143057,"R",5143057,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4078839,"R",0,"R",4078839,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1057316,"R",574309,"R",483007,"R",0,"R",1057316,"R",574309,"R",483007,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",823530,"R",823530,"R",0,"R",0,"R",0,"R",0,"R",2923670,"R",2923670,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",379455,"R",379455,"R",0,"R",0,"R",14405867,"R",9844021,"R",4561846,"R",0,"R",0,"R",4561846,"R",-4561846,"R",0,"R",14405867,"R",14405867,"R",0,"R",0,"R",2414073,"R",1448443,"R",0,"R",0,"R",0,"R",0,"R",1207707,"R",724624,"R",2590387,"R",1554232,"R",5847098,"R",3508258,"R",2147986,"R",1288791,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14207251,"R",8524348,"R",882270,"R",1756417,"R",1072000,"R",904160,"R",1068056, 1,"R",17847927,"R",18471456
102298,"R",72547947,"R",13911350,"R",176000,"R",90356274,"R",32131828,"R",30267666,"R",55662478,"R",2561968,"R",2561968,"R",0,"R",58224446,"R",144788,"R",18990625,"R",12879441,"R",4305715,"R",0,"R",36320569,"R",22409219,"R",15945950,"R",14708475,"R",0,"R",1237475,"R",56986971,"R",0,"R",58224446,"R",4257889,"R",458667,"R",1149621,"R",0,"R",0,"R",2917503,"R",8783680,"R",2917503,"R",0,"R",2917503,"R",7866407,"R",7866407,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1149621,"R",1149621,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1427313,"R",1427313,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1224893,"R",814558,"R",271630,"R",138705,"R",0,"R",0,"R",0,"R",0,"R",1224893,"R",814558,"R",271630,"R",138705,"R",0,"R",0,"R",0,"R",0,"R",81411,"R",81411,"R",0,"R",0,"R",0,"R",0,"R",3883611,"R",3883611,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",312694,"R",312694,"R",0,"R",0,"R",15945950,"R",15535615,"R",271630,"R",138705,"R",0,"R",271630,"R",-271630,"Z",0,"R",15945950,"R",15807245,"R",0,"R",138705,"R",4056569,"R",2778322,"R",0,"R",0,"R",347040,"R",149955,"R",701487,"R",368629,"R",4386364,"R",2304856,"R",3866944,"R",1240213,"R",1350071,"R",213599,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14708475,"R",7055574,"R",610953,"R",1994627,"R",789956,"R",135778,"R",4121587, 1,"R",2423263,"R",2561968
102377,"R",155561144,"R",222412186,"R",0,"R",411473056,"R",158205589,"R",128277954,"R",112925077,"R",140342390,"R",86899509,"R",53442881,"R",253267467,"R",16381411,"R",362377914,"R",95237635,"R",1523563,"R",0,"R",475520523,"R",253108337,"R",135633643,"R",122619270,"R",0,"R",13014373,"R",240253094,"R",0,"R",253267467,"R",7251150,"R",2109776,"R",141375,"R",0,"R",3759828,"R",18076777,"R",31338906,"R",21910627,"Z",0,"R",21910627,"R",48808737,"R",48808737,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10652287,"R",10652287,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",31682513,"R",31682513,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",8135024,"R",3258552,"R",2916534,"R",1959938,"R",0,"R",0,"R",0,"R",0,"R",8135024,"R",3258552,"R",2916534,"R",1959938,"Z",0,"Z",0,"Z",0,"Z",0,"R",8963725,"R",96659,"R",8867066,"Z",0,"Z",0,"Z",0,"R",17270173,"R",17270173,"Z",0,"Z",0,"R",731030,"R",731030,"Z",0,"Z",0,"R",9390154,"R",13311470,"R",-3921316,"R",0,"R",135633643,"R",125811421,"R",7862284,"R",1959938,"R",0,"R",9659216,"R",-9659216,"Z",0,"R",135633643,"R",135470637,"R",-1796932,"R",1959938,"R",38407067,"R",20622876,"R",22654064,"R",7334578,"R",8667431,"R",3237483,"R",5233423,"R",2361877,"R",10504159,"R",3343236,"R",21246310,"R",5194693,"R",7343233,"R",256115,"Z",0,"Z",0,"Z",0,"R",2833583,"R",707565,"R",5730000,"R",1661459,"R",122619270,"R",44719882,"R",9056670,"R",13484208,"R",9983709,"R",4812531,"R",40562270, 1,"R",121999014,"R",126937266
102395,"R",17058248,"R",6052961,"R",1066528,"R",24177737,"R",240969,"R",20462,"R",23628184,"R",308584,"R",0,"R",308584,"R",23936768,"R",875000,"R",3863335,"R",7535500,"R",0,"R",0,"R",12273835,"R",6220874,"R",5897991,"R",4825350,"R",178456,"R",1251097,"R",22685671,"R",0,"R",23936768,"R",135366,"R",18354,"R",8595,"R",0,"R",0,"R",72508,"R",234823,"R",99457,"R",0,"R",99457,"R",2582459,"R",2582459,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",153720,"R",153720,"R",0,"R",0,"R",8595,"R",8595,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1287337,"R",1287337,"R",0,"R",0,"R",1287337,"R",1287337,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1430660,"R",1430660,"R",0,"R",0,"R",0,"R",0,"R",7772,"R",7772,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",427448,"R",427448,"R",0,"R",0,"R",5897991,"R",5897991,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",5897991,"R",5897991,"R",0,"R",0,"R",1132342,"R",513386,"R",182876,"R",156596,"R",62740,"R",30420,"R",114315,"R",46860,"R",798591,"R",414360,"R",2529349,"R",1089269,"R",5137,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4825350,"R",2250891,"R",527834,"R",242342,"R",191287,"R",0,"R",1612996, 1,"R",1000000,"R",1000000
102580,"R",79435,"R",2458946,"R",0,"R",2602370,"R",429668,"R",315114,"R",2125869,"R",46833,"R",46833,"R",0,"R",2172702,"R",354499,"R",3726237,"R",753589,"R",0,"R",0,"R",4834325,"R",2375379,"R",901350,"R",895788,"R",0,"R",5562,"R",2167140,"R",0,"R",2172702,"R",87330,"R",5213,"R",20887,"R",0,"R",0,"R",0,"R",113430,"R",26100,"R",0,"R",26100,"R",267006,"R",267006,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",384606,"R",384606,"R",0,"R",0,"R",384606,"R",384606,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",705,"R",705,"Z",0,"Z",0,"R",0,"R",0,"R",247072,"R",247072,"R",0,"R",0,"R",1961,"R",1961,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",901350,"R",901350,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",901350,"R",901350,"R",0,"R",0,"R",248625,"R",139000,"R",0,"R",0,"R",0,"R",0,"R",23113,"R",6000,"R",81116,"R",50000,"R",196154,"R",27600,"R",214625,"R",64000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",132155,"R",0,"R",895788,"R",286600,"R",0,"R",132155,"R",122720,"R",69587,"R",284726, 1,"R",46833,"R",46833
102669,"R",99505839,"R",50430893,"R",0,"R",162460456,"R",34412267,"R",8094625,"R",103524193,"R",24523996,"R",15447354,"R",9076642,"R",128048189,"R",23106578,"R",27502077,"R",3224873,"R",0,"R",0,"R",53833528,"R",3402635,"R",14848120,"R",16546810,"R",13656176,"R",11957486,"R",83479858,"R",32610845,"R",128048189,"R",472030,"R",34000,"R",88750,"Z",0,"R",472569,"R",1558204,"R",2625553,"R",2056399,"Z",0,"R",2056399,"R",4778193,"R",4778193,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",541326,"R",541326,"R",0,"R",0,"R",18539,"R",18539,"Z",0,"Z",0,"R",230,"R",230,"Z",0,"Z",0,"R",2707755,"R",365361,"R",2339029,"R",3365,"R",2687573,"R",345179,"R",2339029,"R",3365,"R",20182,"R",20182,"R",0,"R",0,"R",732455,"R",540968,"R",191487,"Z",0,"R",4049579,"R",2767788,"R",1067041,"R",214750,"Z",0,"Z",0,"R",1215713,"R",1215713,"Z",0,"Z",0,"R",89731,"Z",0,"R",89731,"Z",0,"R",714599,"R",714599,"R",0,"R",0,"R",14848120,"R",10942717,"R",3687288,"R",218115,"R",0,"R",2057514,"R",-2057514,"Z",0,"R",14848120,"R",13000231,"R",1629774,"R",218115,"R",4770891,"R",2563638,"R",1591488,"R",975662,"R",299416,"R",136304,"R",486515,"R",205793,"R",3638382,"R",1535564,"R",3254017,"R",1564469,"R",2099968,"R",360162,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",406133,"R",0,"R",16546810,"R",7341592,"R",2579190,"R",1334430,"R",1322403,"R",406133,"R",3563062, 1,"R",84763279,"R",99505839
103945,"R",0,"R",0,"R",0,"R",959564,"R",1004517,"R",0,"R",-44953,"Z",0,"Z",0,"Z",0,"R",-44953,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1535494,"R",2444619,"R",11074,"R",-898051,"R",946206,"R",-93108,"R",-44953,"R",315894,"R",8720,"R",0,"R",0,"R",96103,"R",0,"R",420717,"R",96103,"R",0,"R",96103,"R",1535494,"R",1535494,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",1535494,"R",1535494,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",1535494,"R",1535494,"R",0,"R",0,"R",557616,"R",409946,"R",0,"R",0,"R",0,"R",0,"R",629001,"R",55489,"R",629001,"R",55489,"R",629001,"R",55489,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2444619,"R",576413,"R",0,"R",0,"R",0,"R",0,"R",1868206, 2,"A",,"A",
104586,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3072552,"R",358607,"R",152521,"R",0,"R",32199000,"R",397000,"R",36179680,"R",32199000,"R",0,"R",32199000,"R",68633000,"R",68633000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1026000,"R",1026000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1354000,"R",296000,"R",681000,"R",377000,"R",1301000,"R",243000,"R",681000,"R",377000,"R",53000,"R",53000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3017000,"R",2181000,"R",836000,"R",0,"R",70000,"R",70000,"R",7695000,"R",7695000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",377000,"R",377000,"R",0,"R",0,"R",82172000,"R",80278000,"R",1517000,"R",377000,"R",0,"R",498000,"R",-498000,"R",0,"R",82172000,"R",80776000,"R",1019000,"R",377000,"R",33999000,"R",18681000,"R",1727000,"R",545000,"R",0,"R",0,"R",3460000,"R",1411000,"R",12219000,"R",4990000,"R",13678000,"R",6399000,"R",6111000,"R",1064000,"R",397000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",71591000,"R",33090000,"R",10201000,"R",4637000,"R",7511000,"R",1529000,"R",14623000, 1,"R",37359164,"R",40585714
104665,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",22300,"R",73375,"R",95675,"R",73375,"Z",0,"R",73375,"R",434583,"R",434583,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",4660640,"R",1932145,"R",2267268,"R",461227,"R",3830014,"R",1520332,"R",1898455,"R",411227,"R",830626,"R",411813,"R",368813,"R",50000,"Z",0,"Z",0,"Z",0,"Z",0,"R",69697,"R",28960,"R",8423,"R",32314,"Z",0,"Z",0,"R",93878,"R",93878,"Z",0,"Z",0,"R",12800,"R",6400,"R",6400,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",5271598,"R",2495966,"R",2282091,"R",493541,"R",0,"R",317318,"R",-317318,"Z",0,"R",5271598,"R",2813284,"R",1964773,"R",493541,"R",718654,"R",254610,"Z",0,"Z",0,"R",143776,"R",31736,"R",50625,"R",0,"R",464037,"R",108828,"R",752468,"R",378836,"R",210669,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",2340229,"R",774010,"R",115991,"R",0,"R",5927,"R",0,"R",1444301, 1,"R",0,"R",493541
105589,"R",1768203,"R",17973144,"R",90460,"R",25329597,"R",11255053,"R",9071981,"R",11056452,"R",3018092,"R",1533315,"R",1484777,"R",14074544,"R",2104080,"R",20703849,"R",3181281,"R",0,"R",536060,"R",26525270,"R",8552126,"R",14558238,"R",14262890,"R",-11715,"R",283633,"R",13790910,"R",1,"R",14074544,"R",894693,"R",73670,"R",0,"R",0,"R",46367,"R",4035469,"R",5050199,"R",4081836,"R",0,"R",4081836,"R",10281474,"R",10281474,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",915317,"R",915317,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",385925,"R",0,"R",385925,"R",0,"R",0,"R",0,"R",0,"R",0,"R",385925,"R",0,"R",385925,"R",0,"R",0,"R",0,"R",0,"R",0,"R",248907,"R",84665,"R",164242,"R",0,"R",0,"R",0,"R",1028106,"R",1028106,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1698509,"R",104856,"R",1593653,"R",0,"R",14558238,"R",12414418,"R",2143820,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",14558238,"R",12414418,"R",2143820,"R",0,"R",4233895,"R",2528683,"R",0,"R",0,"R",0,"R",0,"R",1416023,"R",742045,"R",2657167,"R",1397802,"R",2933975,"R",1348352,"R",1370980,"R",296882,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",1650850,"R",0,"R",14262890,"R",6313764,"R",1304049,"R",1083531,"R",761409,"R",329665,"R",4470472, 1,"R",1519602,"R",1533315
105899,"R",1030924,"R",14701719,"R",0,"R",28531907,"R",16262669,"R",8103954,"R",4915634,"R",7353604,"R",1054850,"R",6298754,"R",12269238,"R",3560033,"R",14765439,"R",3408063,"R",30190,"R",116872,"R",21880597,"R",7178878,"R",13337830,"R",13472522,"R",0,"R",-134692,"R",12403930,"R",0,"R",12269238,"R",1284304,"R",37622,"R",0,"R",0,"R",15835,"R",6381155,"R",7718916,"R",6381155,"R",0,"R",6381155,"R",7540807,"R",7540807,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37622,"R",37622,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1732577,"R",464531,"R",1268046,"R",0,"R",1732577,"R",464531,"R",1268046,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1401976,"R",501976,"R",900000,"R",0,"R",164324,"R",141897,"R",22427,"R",0,"R",0,"R",0,"R",2300065,"R",2300065,"R",0,"R",0,"R",160459,"R",160459,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13337830,"R",11147357,"R",2190473,"Z",0,"R",0,"R",918999,"R",-918999,"R",0,"R",13337830,"R",12066356,"R",1271474,"R",0,"R",2526467,"R",1835142,"R",0,"R",0,"R",0,"R",0,"R",715018,"R",480915,"R",3619573,"R",1696769,"R",5862218,"R",298369,"R",749246,"R",37792,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13472522,"R",4348987,"R",428516,"R",1380833,"R",684974,"R",805901,"R",5823311, 1,"R",1054850,"R",1030924
106306,"Z",0,"R",32290332,"R",0,"R",34076495,"R",35636426,"Z",0,"R",-1559931,"R",0,"R",0,"R",0,"R",-1559931,"R",2748633,"R",36669687,"R",2099591,"R",833283,"R",131787,"R",42482981,"R",10192649,"R",11016191,"R",14819675,"R",-187428,"R",-3990912,"R",2430981,"R",0,"R",-1559931,"R",2393476,"R",112650,"R",287861,"R",0,"R",304867,"R",0,"R",3098854,"R",304867,"R",0,"R",304867,"R",4872368,"R",4872368,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2342593,"R",2342593,"R",0,"R",0,"R",287861,"R",287861,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",374841,"R",374841,"R",0,"R",0,"R",374841,"R",374841,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",256027,"R",256027,"R",2882501,"R",2882501,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11016191,"R",11016191,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",11016191,"R",11016191,"R",0,"R",0,"R",2543066,"R",1686523,"R",0,"R",0,"R",910202,"R",605631,"R",1565840,"R",1038445,"R",1577072,"R",1007963,"R",5118769,"R",1185936,"R",2415582,"R",1366043,"R",0,"R",0,"R",0,"R",0,"R",0,"R",689144,"R",10,"R",14819675,"R",6890551,"R",535970,"R",991666,"R",1467270,"R",783169,"R",4151049, 2,"A",,"A",
