UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
422835,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1358661,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1358661,"Z",0,"Z",0,"Z",0,"R",3728900,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",261068,"R",3989968,"R",963701,"R",289756,"Z",0,"Z",0,"Z",0,"Z",0,"R",679422,"R",196281,"R",150234,"R",130205,"R",1469551,"R",550131,"A",,"A",,"R",60200,"A",,"A",,"R",0,"R",0,"R",3323108,"R",1166373,"R",174681,"R",74437,"R",68281,"R",21087,"R",1818249,"A",,"A",,-2
423120,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1085597,"R",18643,"R",2030,"R",2030,"R",0,"R",0,"R",1106270,"R",0,"R",0,"R",0,"R",1401337,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"A",,"A",,"R",6235,"R",1407574,"R",469524,"R",345846,"R",0,"R",0,"R",0,"R",0,"R",144987,"R",22502,"R",415225,"R",383240,"R",704003,"R",381518,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1733739,"R",1133106,"R",0,"R",0,"R",5614,"R",6989,"R",588030,"A",,"A",,-2
423397,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",369718,"R",0,"R",1846,"R",1846,"R",0,"R",0,"R",371564,"R",0,"R",0,"R",0,"R",412646,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",412646,"R",92421,"R",92421,"R",0,"R",0,"R",0,"R",0,"R",27669,"R",27669,"R",3902,"R",3902,"R",73967,"R",73967,"A",,"A",,"R",0,"A",,"A",,"R",237196,"R",0,"R",435155,"R",197959,"R",0,"R",8668,"R",15162,"R",0,"R",213366,"A",,"A",,-2
423412,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",124072,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",513,"R",47220,"A",,"A",,"R",0,"R",171805,"R",87660,"R",34045,"R",0,"R",0,"R",0,"R",0,"R",24887,"R",15300,"R",53486,"R",46401,"R",45726,"R",15300,"A",,"A",,"R",0,"A",,"A",,"R",2058,"R",0,"R",213817,"R",111046,"R",0,"R",88455,"R",14313,"R",0,"R",3,"A",,"A",,-2
425250,"R",830793,"R",150000,"R",27178,"Z",0,"R",175374,"Z",0,"R",655419,"R",830793,"Z",0,"R",71527,"R",42022,"Z",0,"Z",0,"R",113549,"R",86371,"R",27178,"R",1246799,"R",1116257,"R",0,"R",130542,"Z",0,"R",546525,"R",-21648,"R",655419,"R",392306,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",392306,"Z",0,"Z",0,"Z",0,"R",1018708,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",220,"R",69030,"Z",0,"A",,"R",158841,"R",1246799,"R",282987,"R",164737,"Z",0,"Z",0,"Z",0,"Z",0,"R",243831,"R",149577,"R",243271,"R",149577,"R",63876,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",282292,"R",0,"R",1116257,"R",463891,"R",19880,"R",47960,"R",7388,"Z",0,"R",577138,"A",,"A",,-2
427335,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32756,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",32756,"Z",0,"Z",0,"Z",0,"R",32756,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",32756,"R",60000,"R",60000,"R",0,"R",0,"R",0,"R",0,"R",700,"R",100,"R",100,"R",40,"R",200,"R",80,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",61000,"R",60220,"R",0,"R",780,"R",0,"R",0,"R",0,"A",,"A",,-2
427973,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",497002,"R",26239,"R",2500,"R",2500,"Z",0,"Z",0,"R",525741,"Z",0,"Z",0,"Z",0,"R",4789578,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",4789578,"R",972154,"R",663833,"Z",0,"Z",0,"Z",0,"Z",0,"R",317361,"R",153654,"R",614671,"R",422979,"R",367262,"R",265529,"A",,"A",,"Z",0,"A",,"A",,"R",2701305,"R",0,"R",4972753,"R",1505995,"R",188431,"R",577022,"R",1672,"Z",0,"R",2699633,"A",,"A",,-2
427982,"R",1464826,"Z",0,"R",237723,"Z",0,"R",489084,"Z",0,"R",975742,"R",1464826,"Z",0,"R",400415,"R",208290,"Z",0,"R",23742,"R",632447,"R",394724,"R",237723,"R",2879180,"R",5163871,"R",0,"R",-2284691,"Z",0,"R",60433,"R",3200000,"R",975742,"R",548390,"R",24495,"Z",0,"Z",0,"Z",0,"R",6426,"R",579311,"Z",0,"Z",0,"Z",0,"R",2876581,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2599,"Z",0,"Z",0,"A",,"R",0,"R",2879180,"R",1016724,"R",694315,"Z",0,"Z",0,"Z",0,"Z",0,"R",759985,"R",526743,"R",700012,"R",462742,"R",368040,"R",259412,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",2319110,"R",0,"R",5163871,"R",1943212,"R",346406,"R",555144,"R",35571,"Z",0,"R",2283538,"A",,"A",,-2
428000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",100426,"R",3050,"Z",0,"Z",0,"Z",0,"Z",0,"R",103476,"Z",0,"Z",0,"Z",0,"R",4063908,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",316100,"Z",0,"A",,"A",,"R",0,"R",4380008,"R",529711,"R",529711,"Z",0,"Z",0,"Z",0,"Z",0,"R",13621,"R",0,"R",1305187,"R",1305187,"R",242169,"R",0,"A",,"A",,"Z",0,"A",,"A",,"R",2107494,"R",0,"R",4198182,"R",1834898,"R",204660,"R",91023,"R",125000,"R",304923,"R",1637678,"A",,"A",,-2
428055,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1310357,"R",27644,"R",20273,"R",20273,"R",0,"R",0,"R",1358274,"R",0,"R",0,"R",0,"R",1496319,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",1496319,"R",267891,"R",252129,"R",0,"R",0,"R",0,"R",0,"R",207672,"R",85675,"R",95299,"R",76475,"R",1167317,"R",373923,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1738179,"R",788202,"R",214828,"R",218565,"R",55540,"R",25685,"R",435359,"A",,"A",,-2
428125,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",421669,"R",9286,"R",0,"R",0,"R",0,"R",0,"R",430955,"R",0,"R",0,"R",0,"R",632724,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23035,"A",,"A",,"R",0,"R",655759,"R",296034,"R",296034,"R",0,"R",0,"R",0,"R",0,"R",145959,"R",0,"R",53800,"R",0,"R",91019,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",586812,"R",296034,"R",0,"R",73540,"R",5030,"R",0,"R",212208,"A",,"A",,-2
428143,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",936498,"R",13975,"R",0,"R",0,"R",0,"R",0,"R",950473,"R",0,"R",0,"R",0,"R",3221264,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8505,"A",,"A",,"R",4536,"R",3234305,"R",1061829,"R",559792,"R",0,"R",0,"R",0,"R",0,"R",316796,"R",224507,"R",224917,"R",150097,"R",209352,"R",140544,"A",,"A",,"R",0,"A",,"A",,"R",955206,"R",0,"R",2768100,"R",1074940,"R",176241,"R",250865,"R",66773,"R",0,"R",1199281,"A",,"A",,-2
428170,"R",8485892,"R",0,"R",219933,"R",0,"R",4219318,"R",0,"R",4266574,"R",8485892,"R",0,"R",386639,"R",369307,"R",0,"R",0,"R",755946,"R",536013,"R",219933,"R",19462299,"R",23299544,"R",0,"R",-3837245,"R",4293000,"R",3810818,"R",1,"R",4266574,"R",2709776,"R",113850,"R",0,"R",0,"R",0,"R",0,"R",2823626,"R",0,"R",0,"R",0,"R",8900551,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",314165,"R",12785,"R",132529,"A",,"R",0,"R",9360030,"R",4979939,"R",2898315,"R",0,"R",0,"R",655112,"R",452808,"R",110309,"R",56800,"R",4499573,"R",1232538,"R",2534737,"R",889256,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",12779670,"R",5529717,"R",960227,"R",6257092,"R",23753,"R",8877,"R",4,"A",,"A",,-2
429012,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",68919,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",68919,"Z",0,"Z",0,"Z",0,"R",31472706,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",1124863,"R",32597569,"R",15423948,"R",6204277,"Z",0,"Z",0,"Z",0,"Z",0,"R",1625496,"R",340071,"R",4054827,"R",340647,"R",10299323,"R",5293581,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",31403594,"R",12178576,"R",936921,"R",2645960,"R",1417906,"R",322,"R",14223909,"A",,"A",,-2
429085,"R",2553578,"R",0,"R",1703697,"R",0,"R",669812,"R",0,"R",1883766,"R",2553578,"R",320000,"R",1388432,"R",773359,"R",0,"R",0,"R",2481791,"R",778094,"R",1703697,"R",2021169,"R",1958450,"R",-19174,"R",43545,"Z",0,"R",878382,"R",961839,"R",1883766,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",47260,"R",47260,"Z",0,"Z",0,"Z",0,"R",1525772,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",469265,"R",4872,"R",0,"R",21260,"R",2021169,"R",695723,"R",695723,"R",55000,"R",55000,"R",56541,"R",33376,"R",239895,"R",76570,"R",56258,"R",47200,"R",812539,"R",326938,"R",42493,"R",28023,"Z",0,"Z",0,"Z",0,"R",1,"R",0,"R",1958450,"R",1262830,"R",120839,"R",442123,"R",57626,"R",7353,"R",67679,"R",12484,"R",0, 3
429094,"R",2241784,"R",0,"R",548383,"R",652133,"R",732653,"R",254154,"R",1509131,"R",2241784,"R",0,"R",809992,"R",1016045,"R",0,"R",0,"R",1826037,"R",1277654,"R",548383,"R",4278850,"R",4424925,"R",0,"R",-146075,"R",50000,"R",1605206,"R",0,"R",1509131,"R",0,"R",0,"R",0,"R",0,"R",0,"R",49619,"R",49619,"R",49619,"R",0,"R",49619,"R",2404168,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2998,"R",992626,"R",351795,"R",0,"R",527263,"R",4278850,"R",1067342,"R",898528,"Z",0,"R",0,"Z",0,"R",0,"R",342487,"R",262110,"R",1431070,"R",465931,"R",1201319,"R",533363,"R",382707,"R",319139,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",4424925,"R",2479071,"R",86061,"R",1509735,"R",114776,"R",11131,"R",224151,"A",,"A",,-2
430184,"R",29527725,"R",0,"R",1883355,"R",0,"R",6185163,"R",0,"R",23342562,"R",29527725,"R",0,"R",2610718,"R",3711457,"R",119596,"R",93883,"R",6535654,"R",4652299,"R",1883355,"R",32412521,"R",30434458,"R",0,"R",1978063,"R",0,"R",6280473,"R",15084026,"R",23342562,"R",5832815,"R",104375,"R",0,"R",0,"R",0,"R",8085105,"R",14022295,"R",8085105,"R",0,"R",8085105,"R",32192863,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",219658,"Z",0,"Z",0,"R",0,"R",32412521,"R",5009597,"R",3171716,"Z",0,"Z",0,"Z",0,"Z",0,"R",2813311,"R",1633652,"R",8016464,"R",3587558,"R",14595086,"R",1304354,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",30434458,"R",9697280,"R",953671,"R",2230913,"R",1344489,"Z",0,"R",16208105,"R",3105448,"R",136147, 1
430218,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",364902,"R",6525,"R",26596,"R",26596,"R",0,"R",19600,"R",417623,"R",0,"R",0,"R",0,"R",960418,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",90273,"A",,"A",,"R",205166,"R",1255857,"R",752740,"R",193766,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57794,"R",46513,"R",193581,"R",66614,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1004115,"R",306893,"R",74432,"R",256669,"R",9060,"R",0,"R",357061,"A",,"A",,-2
430227,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",544222,"R",6975,"R",32323,"R",32323,"R",0,"R",20825,"R",604345,"R",0,"R",0,"R",0,"R",1246280,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",136773,"A",,"A",,"R",246607,"R",1629660,"R",675260,"R",132068,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",59439,"R",47642,"R",245951,"R",111106,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",980650,"R",290816,"R",72015,"R",232634,"R",4672,"R",0,"R",380513,"A",,"A",,-2
430245,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2107723,"R",35325,"R",0,"R",0,"R",0,"R",0,"R",2143048,"R",0,"R",0,"R",0,"R",6946827,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",6946827,"R",786497,"R",644670,"R",0,"R",0,"R",0,"R",0,"R",435113,"R",0,"R",1227820,"R",1006410,"R",718261,"R",248387,"A",,"A",,"R",0,"A",,"A",,"R",3752070,"R",0,"R",6919761,"R",1899467,"R",417883,"R",818135,"R",207116,"R",0,"R",3577160,"A",,"A",,-2
430254,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",127264,"R",19200,"Z",0,"Z",0,"Z",0,"R",500,"R",146964,"Z",0,"Z",0,"Z",0,"R",610113,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5371,"R",38721,"A",,"A",,"R",1,"R",654206,"R",99552,"R",43326,"Z",0,"Z",0,"Z",0,"Z",0,"R",107219,"R",75189,"R",264825,"R",75985,"R",615226,"R",106319,"A",,"A",,"R",0,"A",,"A",,"R",18559,"R",0,"R",1105381,"R",300819,"R",44716,"R",282971,"R",11520,"R",0,"R",465355,"A",,"A",,-2
430403,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3894587,"R",31525,"R",0,"R",0,"R",0,"R",0,"R",3926112,"R",0,"R",0,"R",0,"R",12710819,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",12710819,"R",4400000,"R",3700000,"R",0,"R",0,"R",0,"R",0,"R",125000,"R",88000,"R",650000,"R",500000,"R",4400000,"R",1300000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",9575000,"R",5588000,"R",980000,"R",0,"R",27411,"R",0,"R",2979589,"A",,"A",,-2
430485,"R",1669745,"R",0,"R",77381,"R",0,"R",176224,"R",0,"R",1493521,"R",1669745,"R",0,"R",91987,"R",230774,"R",0,"R",277404,"R",600165,"R",522784,"R",77381,"R",1564285,"R",1527864,"R",-21882,"R",14539,"R",-52038,"R",1531020,"R",0,"R",1493521,"R",126263,"R",0,"R",31026,"R",31026,"R",0,"R",7000,"R",164289,"R",0,"R",0,"R",0,"R",1513350,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",50935,"R",0,"R",0,"R",0,"R",0,"R",1564285,"R",439519,"R",292912,"R",0,"R",0,"R",0,"R",0,"R",77558,"R",63777,"R",329442,"R",181202,"R",681345,"R",128170,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1527864,"R",666061,"R",22115,"R",33991,"R",17407,"R",0,"R",788290,"R",12406,"R",5883, 3
430564,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9157,"R",0,"R",9450,"R",9450,"R",0,"R",0,"R",18607,"R",0,"R",0,"R",0,"R",326871,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4959,"R",0,"A",,"A",,"R",13648,"R",345478,"R",74030,"R",74030,"R",0,"R",0,"R",0,"R",0,"R",235200,"R",48000,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"Z",0,"A",,"A",,"R",35039,"R",0,"R",344269,"R",122030,"Z",0,"Z",0,"Z",0,"R",1315,"R",220924,"A",,"A",,-2
430582,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",124364,"R",5567580,"R",0,"R",0,"R",0,"R",8399,"R",5700343,"R",28333,"R",0,"R",28333,"R",124364,"R",2431236,"R",2431236,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",74437,"R",48226,"R",190448,"A",,"A",,"R",3957896,"R",6826607,"R",1568987,"R",927292,"Z",0,"R",0,"Z",0,"R",0,"R",1053211,"R",705234,"R",732933,"R",320236,"R",1061720,"R",275994,"A",,"A",,"R",66215,"A",,"A",,"R",880790,"R",250204,"R",5363856,"R",2478960,"R",296244,"R",494587,"R",0,"R",0,"R",2094065,"A",,"A",,-2
430704,"R",1095090,"R",15690,"R",240406,"R",0,"R",490425,"R",0,"R",604665,"R",1095090,"R",0,"R",121312,"R",326056,"R",0,"R",309147,"R",756515,"R",516109,"R",240406,"R",2480013,"R",2436827,"R",-31818,"R",11368,"R",0,"R",591934,"R",1363,"R",604665,"R",20655,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20655,"R",0,"R",0,"R",0,"R",2030498,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1824,"R",377600,"R",17721,"R",0,"R",52370,"R",2480013,"R",583493,"R",583493,"R",0,"R",0,"R",2209,"R",0,"R",160494,"R",142995,"R",100062,"R",71498,"R",329173,"R",142995,"R",68221,"R",0,"R",0,"R",0,"R",0,"R",1193175,"R",110231,"R",2436827,"R",1051212,"R",0,"R",1358031,"R",26778,"R",806,"R",0,"R",7357,"R",11304, 3
430935,"R",1133173,"R",188969,"R",268988,"Z",0,"R",205386,"R",0,"R",927787,"R",1133173,"R",17610,"R",320565,"R",807666,"R",0,"R",0,"R",1145841,"R",876853,"R",268988,"R",4034944,"R",3394407,"R",-260841,"R",379696,"R",0,"R",985638,"R",-437547,"R",927787,"R",3510844,"R",50720,"R",21446,"R",0,"R",21446,"R",0,"R",3583010,"R",0,"R",0,"R",0,"R",3510844,"R",0,"R",0,"R",0,"R",21446,"R",0,"R",0,"R",0,"R",21446,"R",0,"R",0,"R",0,"R",0,"A",,"R",502654,"R",4034944,"R",642774,"R",536698,"R",0,"R",0,"R",0,"R",0,"R",283893,"R",126122,"R",383072,"R",379899,"R",417676,"R",269797,"R",0,"R",0,"R",0,"A",,"A",,"R",1666992,"R",30254,"R",3394407,"R",1342770,"R",106731,"R",122461,"R",20872,"R",0,"R",1801573,"R",0,"R",204273, 3
431071,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",151115,"R",2485,"R",0,"R",0,"Z",0,"Z",0,"R",153600,"Z",0,"Z",0,"Z",0,"R",725291,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",50449,"R",247272,"A",,"A",,"R",153600,"R",1176612,"R",244713,"R",235188,"Z",0,"Z",0,"Z",0,"Z",0,"R",98641,"R",96709,"R",48488,"R",47528,"R",534862,"R",153400,"A",,"A",,"Z",0,"A",,"A",,"R",40000,"R",0,"R",966704,"R",532825,"R",7426,"R",401915,"R",18585,"R",5953,"R",0,"A",,"A",,-2
431099,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",484560,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",484560,"Z",0,"Z",0,"Z",0,"R",1608072,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",1608072,"R",413893,"R",212393,"Z",0,"Z",0,"Z",0,"Z",0,"R",21784,"R",11179,"R",249128,"R",58854,"R",640276,"R",174982,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",1325081,"R",457408,"R",62217,"R",124034,"Z",0,"Z",0,"R",681422,"A",,"A",,-2
431123,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2461231,"R",0,"R",31764,"R",31764,"R",0,"R",0,"R",2492995,"R",0,"R",0,"R",0,"R",2836630,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",2836630,"R",780915,"R",620000,"R",0,"R",0,"R",0,"R",0,"R",155008,"R",120000,"R",57353,"R",13720,"R",1075046,"R",100450,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",2068322,"R",854170,"R",144894,"R",37195,"R",60885,"R",27797,"R",943381,"A",,"A",,-2
431141,"R",3939888,"Z",0,"R",1299495,"Z",0,"R",5713866,"Z",0,"R",-1773978,"R",3939888,"Z",0,"Z",0,"R",3325256,"Z",0,"Z",0,"R",3325256,"R",2025761,"R",1299495,"R",18072891,"R",18784390,"R",1,"R",-711498,"Z",0,"R",-1641200,"R",578720,"R",-1773978,"R",5567870,"R",132400,"Z",0,"Z",0,"Z",0,"R",66938,"R",5767208,"R",36763,"Z",0,"R",36763,"R",18072891,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",18072891,"R",9004251,"R",4440351,"Z",0,"Z",0,"Z",0,"Z",0,"R",488772,"R",153250,"R",2377982,"R",1500808,"R",6913385,"R",2527823,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",0,"R",18784390,"R",8622232,"R",1579680,"R",2887685,"R",153263,"R",151877,"R",5389653,"A",,"A",,-2
